Title,Description,ShortDetails,Identifiers,EntrezUID
Incidence trends for colorectal cancer in California: implications for current screening practices.,"Inciardi JF, Lee JG, Stijnen T.",Am J Med.  2000,PMID:10996577,10996577
Influence of tumor localization on the prognostic value of P53 protein in colorectal adenocarcinomas.,"Diez M, Medrano M, Mugüerza JM, Ramos P, Hernandez P, Villeta R, Martín A, Noguerales F, Ruiz A, Granell J.",Anticancer Res.  2000,PMID:11268475,11268475
Primary colorectal lymphoma.,"Fan CW, Changchien CR, Wang JY, Chen JS, Hsu KC, Tang R, Chiang JM.",Dis Colon Rectum.  2000,PMID:11005497,11005497
[The dehiscence of colorectal anastomoses: the risk factors].,"Testini M, Margari A, Amoruso M, Lissidini G, Bonomo GM.",Ann Ital Chir.  2000,PMID:11109667,11109667
Laparoscopic surgery for stage III colon cancer: long-term follow-up.,"Franklin ME, Kazantsev GB, Abrego D, Diaz-E JA, Balli J, Glass JL.",Surg Endosc.  2000,PMID:10948295,10948295
Influence of the surgical treatment on local recurrence of rectal cancer: a prospective study (1980-1992).,"Ferulano GP, Dilillo S, La Manna S, Forgione A, Lionetti R, Yamshidi AA, Brunaccino R, Califano G.",J Surg Oncol.  2000,PMID:10914827,10914827
The role of positron emission tomography in selecting patients with metastatic cancer for adrenalectomy.,"Harrison J, Ali A, Bonomi P, Prinz R.",Am Surg.  2000,PMID:10824742,10824742
"The prognostic value of the presence of mutations at the codons 12, 13, 61 of K-ras oncogene in colorectal cancer.","Pajkos G, Kiss I, Sándor J, Ember I, Kisházi P.",Anticancer Res.  2000,PMID:10928094,10928094
Abdominal wall recurrence after colorectal resection for cancer.,"Koea JB, Lanouette N, Paty PB, Guillem JG, Cohen AM.",Dis Colon Rectum.  2000,PMID:10826422,10826422
Neostigmine: safe and effective treatment for acute colonic pseudo-obstruction.,"Trevisani GT, Hyman NH, Church JM.",Dis Colon Rectum.  2000,PMID:10826417,10826417
Management of postoperative peritonitis after anterior resection: experience from a referral intensive care unit.,"Parc Y, Frileux P, Schmitt G, Dehni N, Ollivier JM, Parc R.",Dis Colon Rectum.  2000,PMID:10826415,10826415
Screening colonoscopy in asymptomatic average-risk African Americans.,"Rex DK, Khan AM, Shah P, Newton J, Cummings OW.",Gastrointest Endosc.  2000,PMID:10805835,10805835
Malignant thymoma with metastases to the gastrointestinal tract and ovary: a case report and literature review.,"Bott-Kothari T, Aron BS, Bejarano P.",Am J Clin Oncol.  2000,PMID:10776973,10776973
Obstruction and perforation in colorectal adenocarcinoma: an analysis of prognosis and current trends.,"Chen HS, Sheen-Chen SM.",Surgery.  2000,PMID:10776426,10776426
"A neoadjuvant clinical trial in colorectal cancer patients of the human anti-idiotypic antibody 105AD7, which mimics CD55.","Durrant LG, Maxwell-Armstrong C, Buckley D, Amin S, Robins RA, Carmichael J, Scholefield JH.",Clin Cancer Res.  2000,PMID:10690519,10690519
Primary cytoreductive surgery with rectosigmoid colon resection for patients with advanced epithelial ovarian carcinoma.,"Scarabelli C, Gallo A, Franceschi S, Campagnutta E, De G, Giorda G, Visentin MC, Carbone A.",Cancer.  2000,PMID:10640973,10640973
Electrolytic treatment of colorectal liver tumour deposits in a rat model: a technique with potential for patients with unresectable liver tumours.,"Wemyss-Holden SA, Robertson GS, Hall PD, Dennison AR, Maddern GJ.",Dig Dis.  2000,PMID:11060467,11060467
COLOR: a randomized clinical trial comparing laparoscopic and open resection for colon cancer.,COLOR Study Group..,Dig Surg.  2000,PMID:11155008,11155008
Cecostomy is a useful surgical procedure: study of 113 colonic obstructions caused by cancer.,"Perrier G, Peillon C, Liberge N, Steinmetz L, Boyet L, Testart J.",Dis Colon Rectum.  2000,PMID:10813123,10813123
Laparostomy for severe intra-abdominal infection complicating colorectal disease.,"Bailey CM, Thompson-Fawcett MW, Kettlewell MG, Garrard C, Mortensen NJ.",Dis Colon Rectum.  2000,PMID:10813119,10813119
Laparoscopic surgery for the cure of colorectal cancer: results of a German five-center study.,"Schiedeck TH, Schwandner O, Baca I, Baehrlehner E, Konradt J, Köckerling F, Kuthe A, Buerk C, Herold A, Bruch HP.",Dis Colon Rectum.  2000,PMID:10813116,10813116
[Multiorgan resection in T4 colonic adenocarcinoma. Report of a case].,"Oñate-Ocaña LF, Herrera-Goepfert R, Aiello-Crocifoglio V, Mondragón-Sánchez R, Ruiz-Molina JM.",Rev Gastroenterol Mex.  2000,PMID:11464588,11464588
"The usefulness, indications, and complications of laparoscopy-assisted colectomy in comparison with those of open colectomy for colorectal carcinoma.","Marubashi S, Yano H, Monden T, Hata T, Takahashi H, Fujita S, Kanoh T, Iwazawa T, Matsui S, Nakano Y, Tateishi H, Kinuta M, Takiguchi S, Okamura J.",Surg Today.  2000,PMID:10883457,10883457
Are there several types of colorectal carcinomas? Correlations with genetic data.,"Martin L, Assem M, Piard F.",Eur J Cancer Prev.  1999,PMID:10772413,10772413
"[Stromal tumors of the small intestine (GIST). Prognostic differences based on clinical, morphological and immunophenotypic features].","Spivach A, Zanconati F, Bonifacio Gori D, Pellegrino M, Sinconi A.",Minerva Chir.  1999,PMID:10575894,10575894
A case-control-study comparing laparoscopic versus open surgery for rectosigmoidal and rectal cancer.,"Schwandner O, Schiedeck TH, Killaitis C, Bruch HP.",Int J Colorectal Dis.  1999,PMID:10460907,10460907
Angioplasty-bypass surgery combination therapy: case study of an elderly patient with unstable angina and colon cancer.,"Okayama H, Sumimoto T, Kawada H, Matsuda S, Kawasaki S, Takagaki Y.",Jpn Circ J.  1999,PMID:10478815,10478815
"[Prognostic value of the presence of the mutation of the codons 12, 13 and 61 in K-ras oncogene in colorectal cancer].","Pajkos G, Kiss I, Sándor J, Ember I, Kisházi P.",Orv Hetil.  1999,PMID:10461447,10461447
Endoluminal stenting of obstructed colorectal tumours.,"Boorman P, Soonawalla Z, Sathananthan N, MacFarlane P, Parker MC.",Ann R Coll Surg Engl.  1999,PMID:10615192 | PMCID:PMC2503259,10615192
Apoptotic and mitotic indices predict survival rates in lymph node-negative colon carcinomas.,"Sinicrope FA, Hart J, Hsu HA, Lemoine M, Michelassi F, Stephens LC.",Clin Cancer Res.  1999,PMID:10430084,10430084
[Oncologic and functional results of resections with direct delayed coloanal anastomosis in previously irradiated cancers of the lower rectum].,"Baulieux J, Olagne E, Ducerf C, De La Roche E, Adham M, Berthoux N, Bourdeix O, Gérard JP.",Chirurgie.  1999,PMID:10429297,10429297
Long term effect of splenectomy on patients operated on for cancer of the left colon: a retrospective study.,"Konstadoulakis MM, Kymionis GD, Leandros E, Ricaniadis N, Manouras A, Krespis E, Alexiou D, Androulakis G.",Eur J Surg.  1999,PMID:10433144,10433144
Is prophylactic pelvic drainage useful after elective rectal or anal anastomosis? A multicenter controlled randomized trial. French Association for Surgical Research.,"Merad F, Hay JM, Fingerhut A, Yahchouchi E, Laborde Y, Pélissier E, Msika S, Flamant Y.",Surgery.  1999,PMID:10330942,10330942
[Long-term results after laparoscopic resection of colorectal carcinoma].,"Böhm B, Schwenk W, Müller JM.",Chirurg.  1999,PMID:10354845,10354845
The type I and type II 11beta-hydroxysteroid dehydrogenase enzymes.,"Krozowski Z, Li KX, Koyama K, Smith RE, Obeyesekere VR, Stein-Oakley A, Sasano H, Coulter C, Cole T, Sheppard KE.",J Steroid Biochem Mol Biol.  1999,PMID:10419017,10419017
Loss of heterozygosity at chromosome 1p in different solid human tumours: association with survival.,"Ragnarsson G, Eiriksdottir G, Johannsdottir JT, Jonasson JG, Egilsson V, Ingvarsson S.",Br J Cancer.  1999,PMID:10188892 | PMCID:PMC2362732,10188892
Colorectal cancer in inflammatory bowel disease: a continuing problem.,"Mayer R, Wong WD, Rothenberger DA, Goldberg SM, Madoff RD.",Dis Colon Rectum.  1999,PMID:10223754,10223754
Adenocarcinoma of distal esophagus and gastroesophageal junction: long-term results of surgical treatment in a North Indian Center.,"Parshad R, Singh RK, Kumar A, Gupta SD, Chattopadhyay TK.",World J Surg.  1999,PMID:9933700,9933700
"Adenosquamous carcinoma of the colon, rectum, and anus: epidemiology, distribution, and survival characteristics.","Cagir B, Nagy MW, Topham A, Rakinic J, Fry RD.",Dis Colon Rectum.  1999,PMID:10211505,10211505
[Role of subtotal/total colectomy in emergency treatment of occlusive cancer of the left colon].,"Arnaud JP, Tuech JJ, Duplessis R, Pessaux P.",Ann Chir.  1999,PMID:10670151,10670151
Prognostic factors affecting survival in patients with colorectal carcinomatosis.,"Marcus EA, Weber TK, Rodriguez-Bigas MA, Driscoll D, Meropol NJ, Petrelli NJ.",Cancer Invest.  1999,PMID:10225003,10225003
Epidemiology of cancer of the large bowel--the 12-year experience of a specialized registry in northern Italy.,"Ponz de Leon M, Benatti P, Percesepe A, Di Gregorio C, Fante R, Losi L, Rossi G, Pedroni M, Roncucci L.",Ital J Gastroenterol Hepatol.  1999,PMID:10091098,10091098
Expression of the mismatch repair gene hMSH2 in sporadic colorectal cancer.,"Maeda K, Nishiguchi Y, Onoda N, Otani H, Nakata B, Yamada S, Okuno M, Sowa M, Chung KH.",Int J Oncol.  1998,PMID:9824623,9824623
Surgical management of left colon obstruction: the University of Minnesota experience.,"Deen KI, Madoff RD, Goldberg SM, Rothenberger DA.",J Am Coll Surg.  1998,PMID:9849728,9849728
Renal fibrohistiocytic sarcoma. Three cases and a review of the literature.,"Haddad FS, de la Vega DJ, DuBose Dent E Jr, Shippel RM.",J Med Liban.  1998,PMID:10349273,10349273
Is laparoscopic resection of colorectal polyps beneficial?,"Joo JS, Amarnath L, Wexner SD.",Surg Endosc.  1998,PMID:9788858,9788858
Management of bronchobiliary fistula as a late complication of hepatic resection.,"Rose DM, Rose AT, Chapman WC, Wright JK, Lopez RR, Pinson CW.",Am Surg.  1998,PMID:9731817,9731817
Primary anastomosis in the treatment of acute disease of the unprepared left colon.,"Trillo C, Paris MF, Brennan JT.",Am Surg.  1998,PMID:9731807,9731807
Anorectal reconstruction after abdominoperineal resection. Experience with double-wrap graciloplasty supported by low-frequency electrostimulation.,"Cavina E, Seccia M, Banti P, Zocco G.",Dis Colon Rectum.  1998,PMID:9715158,9715158
Circumferential margin involvement after mesorectal excision of rectal cancer with curative intent. Predictor of survival but not local recurrence?,"Hall NR, Finan PJ, al-Jaberi T, Tsang CS, Brown SR, Dixon MF, Quirke P.",Dis Colon Rectum.  1998,PMID:9715152,9715152
Tumor angiogenesis in stage II colorectal carcinoma: association with survival.,"Banner BF, Whitehouse R, Baker SP, Swanson RS.",Am J Clin Pathol.  1998,PMID:9620031,9620031
[Prosthetic replacement of the ureters].,"Kron B, Kron C, Cady J.",Chirurgie.  1998,PMID:9752521,9752521
New applications of ultrasonography: interventional ultrasound.,Solbiati L.,Eur J Radiol.  1998,PMID:9652523,9652523
"Community screening for colorectal cancer in north-eastern New South Wales, 1987-1996.",Rae LC.,Med J Aust.  1998,PMID:9594947,9594947
Colorectal and extracolonic cancer variations in MLH1/MSH2 hereditary nonpolyposis colorectal cancer kindreds and the general population.,"Lin KM, Shashidharan M, Ternent CA, Thorson AG, Blatchford GJ, Christensen MA, Lanspa SJ, Lemon SJ, Watson P, Lynch HT.",Dis Colon Rectum.  1998,PMID:9559626,9559626
Mutation of the transforming growth factor-beta type II receptor gene in right-sided colorectal cancer: relationship to clinicopathological features and genetic alterations.,"Iacopetta BJ, Welch J, Soong R, House AK, Zhou XP, Hamelin R.",J Pathol.  1998,PMID:9664904,9664904
Resection of colorectal liver metastases: 25-year experience.,"Ohlsson B, Stenram U, Tranberg KG.",World J Surg.  1998,PMID:9494419,9494419
Omentoplasty in the prevention of anastomotic leakage after colonic or rectal resection: a prospective randomized study in 712 patients. French Associations for Surgical Research.,"Merad F, Hay JM, Fingerhut A, Flamant Y, Molkhou JM, Laborde Y.",Ann Surg.  1998,PMID:9488514 | PMCID:PMC1191233,9488514
Unplanned return to the operating room.,Isbister WH.,Aust N Z J Surg.  1998,PMID:9494009,9494009
Management of colonic lipomas.,"Chung YF, Ho YH, Nyam DC, Leong AF, Seow-Choen F.",Aust N Z J Surg.  1998,PMID:9494006,9494006
Prognostic significance of DNA ploidy in patients with stage II and stage III colon carcinoma: a prospective flow cytometric study.,"Lanza G, Gafà R, Santini A, Maestri I, Dubini A, Gilli G, Cavazzini L.",Cancer.  1998,PMID:9428479,9428479
One-stage resection and anastomosis for acute obstruction of the left colon.,Hsu TC.,Dis Colon Rectum.  1998,PMID:9510307,9510307
[Adjuvant radio-chemotherapy in cancer of the rectum treated with radical surgery and with high risk of recurrence. Preliminary results of a prospective study].,"Lupattelli M, Maranzano E, Trancanelli V, Belsanti V, Pinaglia D, Beneventi S, Latini P.",Radiol Med.  1998,PMID:9636733,9636733
Early results of a prospective multicenter study on 500 consecutive cases of laparoscopic colorectal surgery. Laparoscopic Colorectal Surgery Study Group (LCSSG).,"Köckerling F, Schneider C, Reymond MA, Scheidbach H, Konradt J, Bärlehner E, Bruch HP, Kuthe A, Troidl H, Hohenberger W.",Surg Endosc.  1998,PMID:9419300,9419300
Primary linitis plastica carcinoma of the colon: a case report.,"Suk FM, Lien GS, Wu CH, Fang CL, Pan S.",J Formos Med Assoc.  1997,PMID:9444922,9444922
Expandable metal stent application in obstructing carcinoma of the proximal colon: report of a case.,"Campbell KL, Hussey JK, Eremin O.",Dis Colon Rectum.  1997,PMID:9369119,9369119
"[Diagnostic problems, pathogenetic hypothesis and therapeutic proposals in Ogilvie's syndrome. Review of 470 observations from the literature and presentation of 5 new cases].","Ponzano C, Nardi S, Carrieri P, Basili G.",Minerva Chir.  1997,PMID:9489328,9489328
Caecostomy in the management of acute left colonic obstruction.,"Sommeling CA, Haeck L.",Acta Chir Belg.  1997,PMID:9394962,9394962
Ileal pouch-anal canal anastomosis for familial adenomatous polyposis: early and late results.,"Nyam DC, Brillant PT, Dozois RR, Kelly KA, Pemberton JH, Wolff BG.",Ann Surg.  1997,PMID:9351719 | PMCID:PMC1191071,9351719
Emergency surgery for colon cancer in the aged.,"Koperna T, Kisser M, Schulz F.",Arch Surg.  1997,PMID:9301619,9301619
Colorectal surgery in the elderly: an audit of surgery in octogenarians.,Isbister WH.,Aust N Z J Surg.  1997,PMID:9287925,9287925
"[Colon cancer in the experience of Surgical Clinic No. 1, Tîrgu-Mureş. Late postoperative results].","Coroş MF, Copotoiu C, Baghiu M, Bud V.",Chirurgia (Bucur).  1997,PMID:9445636,9445636
Isolated splenic metastases from colon cancer.,"Indudhara R, Vogt D, Levin HS, Church J.",South Med J.  1997,PMID:9191741,9191741
Cancer of the colon and rectum in the first three decades of life.,"Shahrudin MD, Noori SM.",Hepatogastroenterology.  1997,PMID:9164516,9164516
Review article: insurance risks for patients with ulcerative colitis or Crohn's disease.,Travis SP.,Aliment Pharmacol Ther.  1997,PMID:9042974,9042974
"Local recurrence and survival in patients with rectal cancer, diagnosed 1981-86: a community hospital-based study in the south-east Netherlands.","Mollen RM, Damhuis RA, Coebergh JW.",Eur J Surg Oncol.  1997,PMID:9066742,9066742
A marked increase in the incidence of colorectal cancer over two decades in southwest Finland.,"Kemppainen M, Räihä I, Sourander L.",J Clin Epidemiol.  1997,PMID:9120507,9120507
Primary resection with antegrade colonic irrigation and peritoneal lavage versus subtotal colectomy in the management of obstructed left colon cancer.,"Csiky M, Kruppa Z, Noskó K, Gál S, Bakos S.",Acta Chir Hung.  1997,PMID:9408287,9408287
Emergency large bowel surgery: a 15-year audit.,"Isbister WH, Prasad J.",Int J Colorectal Dis.  1997,PMID:9401843,9401843
Extended mesenteric excision in right hemicolectomy for carcinoma of the colon.,"Tagliacozzo S, Tocchi A.",Int J Colorectal Dis.  1997,PMID:9401840,9401840
Early results of laparoscopic surgery for colorectal cancer. Retrospective analysis of 372 patients treated by Clinical Outcomes of Surgical Therapy (COST) Study Group.,"Fleshman JW, Nelson H, Peters WR, Kim HC, Larach S, Boorse RR, Ambroze W, Leggett P, Bleday R, Stryker S, Christenson B, Wexner S, Senagore A, Rattner D, Sutton J, Fine AP.",Dis Colon Rectum.  1996,PMID:8831547,8831547
Morbidity and mortality following laparoscopic-assisted right hemicolectomy for cancer.,"Bokey EL, Moore JW, Chapuis PH, Newland RC.",Dis Colon Rectum.  1996,PMID:8831543,8831543
Annual changes in colorectal carcinoma incidence in Japan. Analysis of survey data on incidence in Aomori Prefecture.,"Tamura K, Ishiguro S, Munakata A, Yoshida Y, Nakaji S, Sugawara K.",Cancer.  1996,PMID:8826939,8826939
[Colorectal cancer: study on 365 cases].,"Celestino A, Castillo T, Frisancho O, Contardo C, Espejo H, Tomioka C, Navarrete J.",Rev Gastroenterol Peru.  1996,PMID:12165782,12165782
Manual versus mechanical esophagogastric anastomosis after resection for carcinoma: a controlled trial. French Associations for Surgical Research.,"Valverde A, Hay JM, Fingerhut A, Elhadad A.",Surgery.  1996,PMID:8784400,8784400
The National Cancer Data Base. Report on colon cancer.,"Jessup JM, McGinnis LS, Steele GD Jr, Menck HR, Winchester DP.",Cancer.  1996,PMID:8756390,8756390
Nodal metastasis in the distal mesorectum: need for total mesorectal excision of rectal cancer.,"Choi JS, Kim SJ, Kim YI, Min JS.",Yonsei Med J.  1996,PMID:8942294,8942294
[Colorectal obstruction caused by cancer].,"Ammaturo C, Cirillo F, Imperatore F, Morra C, D'Eliso E, Cammarota A, Giardiello C, Vecchio G.",Minerva Chir.  1996,PMID:8992391,8992391
C-KI-RAS activation and the biological behaviour of proximal and distal colonic adenocarcinomas.,"Elnatan J, Goh HS, Smith DR.",Eur J Cancer.  1996,PMID:8814697,8814697
Allelic imbalance at NME1 in microdissected primary and metastatic human colorectal carcinomas is frequent but not associated with metastasis to lymph nodes or liver.,"Lamb RF, Going JJ, Pickford I, Birnie GD.",Cancer Res.  1996,PMID:8631033,8631033
Interrelations of clinicopathologic variables and their prognostic value in colorectal adenocarcinoma.,"Sun XF, Carstensen JM, Stål O, Zhang H, Boeryd B, Nordenskjöld B.",APMIS.  1996,PMID:8645456,8645456
Wide perineal dissection and its effect on local recurrence following potentially curative abdominoperineal resection for rectal adenocarcinoma.,"Volpe C, Rodriguez-Bigas M, Petrelli NJ.",Cancer Invest.  1996,PMID:8597886,8597886
[Colorectal cancer: its clinical picture and survival].,"Díaz-Plasencia J, Tantaleán E, Urtecho F, Guzmán C, Angulo M, Carranza C, Tuesta E.",Rev Gastroenterol Peru.  1996,PMID:8664487,8664487
[Laparoscopic abdomino-perineal rectum excision].,"Herold A, Bruch HP, Müller G, Schiedeck T.",Zentralbl Chir.  1996,PMID:8677688,8677688
APC mutation in the alternatively spliced region of exon 9 associated with late onset familial adenomatous polyposis.,"van der Luijt RB, Vasen HF, Tops CM, Breukel C, Fodde R, Meera Khan P.",Hum Genet.  1995,PMID:8522331,8522331
Malignant tumors metastatic to the ovaries.,"Ayhan A, Tuncer ZS, Bükülmez O.",J Surg Oncol.  1995,PMID:8551738,8551738
Minimally invasive colectomy in elderly patients.,"Peters WR, Fleshman JW.",Surg Laparosc Endosc.  1995,PMID:8611997,8611997
[Long-term survival in two cases of multiple liver metastasis successfully treated with intraoperative ultrasound-guided microwave tumor coagulation (MTC)].,"Ogawa M, Shibata T, Takami M, Tsujinaka T, Takada T, Kitada M, Tsukahara Y, Murotani M, Niinobu T, Iihara K, et al.",Gan To Kagaku Ryoho.  1995,PMID:7574791,7574791
Influence of local peritoneal involvement on pelvic recurrence and prognosis in rectal cancer.,"Shepherd NA, Baxter KJ, Love SB.",J Clin Pathol.  1995,PMID:7490320 | PMCID:PMC502875,7490320
Rationale for extent of lymph node dissection for right colon cancer.,"Toyota S, Ohta H, Anazawa S.",Dis Colon Rectum.  1995,PMID:7607029,7607029
Laparoscopic colon surgery: report of a series.,"Fine AP, Lanasa S, Gannon MP, Cline CW, James R.",Am Surg.  1995,PMID:7733545,7733545
The role of one-stage surgery in acute left-sided colonic obstruction.,"Lau PW, Lo CY, Law WL.",Am J Surg.  1995,PMID:7694978,7694978
A trans-reservoir technique for correction of ureterointestinal obstruction in continent urinary diversion.,"Helal MA, Figueroa TE, Pow-Sang J, Sanford E, Lockhart JL.",J Urol.  1995,PMID:7869474,7869474
Combined modality therapy in low risk (T2N0) rectal cancer.,"Coco C, Magistrelli P, Netri G, Cogliandolo S, Carbone L, Morganti AG, Ziccarelli L, Valentini V.",Rays.  1995,PMID:7480864,7480864
Neoplastic lesions of the appendix.,"Deans GT, Spence RA.",Br J Surg.  1995,PMID:7795991,7795991
Laparoscopic-assisted colorectal surgery: review of results in 752 patients.,Ballantyne GH.,Gastroenterologist.  1995,PMID:7743123,7743123
Colorectal carcinoma in patients 30 years of age and younger.,"McGahren ED 3rd, Mills SE, Wilhelm MC.",Am Surg.  1995,PMID:7832388,7832388
Therapeutic options for cancer of the hypopharynx and cervical oesophagus.,"Bardini R, Ruol A, Peracchia A.",Ann Chir Gynaecol.  1995,PMID:7574381,7574381
Anatomic site distribution of colon cancer by race and other colon cancer risk factors.,"Coates RJ, Greenberg RS, Liu MT, Correa P, Harlan LC, Reynolds P, Fenoglio-Preiser CM, Haynes MA, Hankey BF, Hunter CP, et al.",Dis Colon Rectum.  1995,PMID:7813344,7813344
Impact of the Crohn's-like lymphoid reaction on staging of right-sided colon cancer: results of multivariate analysis.,"Harrison JC, Dean PJ, el-Zeky F, Vander Zwaag R.",Hum Pathol.  1995,PMID:7821914,7821914
Prospective analysis of colorectal carcinoma. Determination of an age-site and stage relationship and the correlation of DNA index with clinicopathologic parameters.,"Lichtman SM, Mandel F, Hoexter B, Goldman IS, Budman DR, Labow S, Moseson M, Stiel L, McKinley M.",Dis Colon Rectum.  1994,PMID:7995160,7995160
[Intraoperative colonic irrigation in the emergency treatment of occlusive lesions of the left colon].,"Arnaud JP, Casa C, Georgeac C, Ronceray J, Serra-Maudet V, Kanane S.",J Chir (Paris).  1994,PMID:7738123,7738123
[Rectosigmoidectomy following neoadjuvant chemotherapy for advanced ovarian cancer].,"Kato T, Shimizu Y, Umezawa S, Hasumi K.",Nihon Sanka Fujinka Gakkai Zasshi.  1994,PMID:7852772,7852772
Effect of the surgeon's specialty interest on the type of resection performed for colorectal cancer.,"Reinbach DH, McGregor JR, Murray GD, O'Dwyer PJ.",Dis Colon Rectum.  1994,PMID:7924708,7924708
Synchronous colorectal carcinomas.,"Kimura T, Iwagaki H, Fuchimoto S, Hizuta A, Orita K.",Hepatogastroenterology.  1994,PMID:7851846,7851846
[The mechanisms of the dissemination and the treatment of ovarian metastases in colonic adenocarcinoma].,"Luna-Pérez P, Alvarado I, Labastida S, Sosa J, Barrientos FJ, Herrera L.",Rev Gastroenterol Mex.  1994,PMID:7709123,7709123
Malignant obstruction of the left colon.,"Deans GT, Krukowski ZH, Irwin ST.",Br J Surg.  1994,PMID:7953385,7953385
[A long-survival case of unresectable liver metastasis of colon cancer by hepatic arterial intermittent multidrug infusion chemotherapy].,"Masutani S, Kawasaki T, Ishida H, Kimura F, Okuyama M, Yamada M, Ishikawa K, Tatsuta M, Satomi T.",Gan To Kagaku Ryoho.  1994,PMID:7944436,7944436
Laparoscopic-assisted segmental colectomy: surgical techniques.,"Elftmann TD, Nelson H, Ota DM, Pemberton JH, Beart RW Jr.",Mayo Clin Proc.  1994,PMID:8065183,8065183
Emergency subtotal/total colectomy with anastomosis for acutely obstructed carcinoma of the left colon.,"Arnaud JP, Bergamaschi R.",Dis Colon Rectum.  1994,PMID:8026235,8026235
"Primary colonic lymphoma. Clinical presentation, histopathologic features, and outcome with combination chemotherapy.","Zighelboim J, Larson MV.",J Clin Gastroenterol.  1994,PMID:8071513,8071513
Anastomotic leakage after anterior resection of the rectum.,"Pakkastie TE, Luukkonen PE, Järvinen HJ.",Eur J Surg.  1994,PMID:8075199,8075199
Long term follow-up results of high-dose rate remote afterloading intracavitary radiation therapy for carcinoma of the uterine cervix.,"Chatani M, Matayoshi Y, Masaki N, Teshima T, Inoue T.",Strahlenther Onkol.  1994,PMID:8197549,8197549
Large bowel cancer following gastric surgery for benign disease: a cohort study.,"Fisher SG, Davis F, Nelson R, Weber L, Haenszel W.",Am J Epidemiol.  1994,PMID:8166129,8166129
The importance of patient selection for adjunctive postoperative radiation therapy for cancer of the rectum. Patient selection in adjunctive therapy.,"Lingareddy V, Mohiuddin M, Marks G.",Cancer.  1994,PMID:8137204,8137204
Primary mucinous adenocarcinomas and signet-ring cell carcinomas of colon and rectum.,"Secco GB, Fardelli R, Campora E, Lapertosa G, Gentile R, Zoli S, Prior C.",Oncology.  1994,PMID:8265100,8265100
[Long-term prognosis of patients with ulcerative colitis].,"Langholz E, Munkholm P, Davidsen M, Binder V.",Ugeskr Laeger.  1993,PMID:8256373,8256373
[Primary lymphomas of the large intestine].,"Habr-Gama A, Campos FG, Ribeiro Júnior U, Gansl R, da Silva JH, Pinotti HW.",Rev Hosp Clin Fac Med Sao Paulo.  1993,PMID:8029599,8029599
[81 cancers of the rectosigmoid junction. Colonic or rectal neoplasms?].,"Moutinho-Ribeiro M, de Sousa JP.",Acta Med Port.  1993,PMID:8285114,8285114
[Perioperative morbidity and mortality in colon resection for colon cancer].,"Messmer P, Thöni F, Ackermann C, Herzog U, Schuppisser JP, Tondelli P.",Helv Chir Acta.  1993,PMID:8226035,8226035
Esophagectomy with or without thoracotomy. Is there any difference?,"Tilanus HW, Hop WC, Langenhorst BL, van Lanschot JJ.",J Thorac Cardiovasc Surg.  1993,PMID:8487568,8487568
[Synchronous and metachronous tumors of the colon and rectum].,"Moreira LF, Hiromi I, Kimura T, Perdomo JA, Orita K.",Arq Gastroenterol.  1993,PMID:8147733,8147733
Relationship between paraaortic lymph node involvement and intraperitoneal spread in patients with ovarian cancer--a multivariate analysis.,"Tsuruchi N, Kamura T, Tsukamoto N, Akazawa K, Saito T, Kaku T, To N, Nakano H.",Gynecol Oncol.  1993,PMID:8482561,8482561
Colon and rectal cancer in pregnancy.,"Bernstein MA, Madoff RD, Caushaj PF.",Dis Colon Rectum.  1993,PMID:8425421,8425421
Cytogenetic aberrations in colorectal adenocarcinomas and their correlation with clinicopathologic features.,"Bardi G, Johansson B, Pandis N, Bak-Jensen E, Orndal C, Heim S, Mandahl N, Andrén-Sandberg A, Mitelman F.",Cancer.  1993,PMID:8422622,8422622
Laparoscopic colectomy: a critical appraisal.,"Falk PM, Beart RW Jr, Wexner SD, Thorson AG, Jagelman DG, Lavery IC, Johansen OB, Fitzgibbons RJ Jr.",Dis Colon Rectum.  1993,PMID:8416776,8416776
[Bowel resections in cancers of the ovary ].,"Kauffmann P, Le Bouëdec G, Dauplat J.",J Gynecol Obstet Biol Reprod (Paris).  1993,PMID:7693794,7693794
[Restoration of colonic continuity after Hartmann's operation].,"Kunin N, Letoquart JP, La Gamma A, Chaperon J, Renaud B, Lucas A, Mambrini A.",J Chir (Paris).  1992,PMID:1299666,1299666
[The treatment of advanced gastric cancer: total gastrectomy "extended" as needed].,"D'Amico D, Ranzato R, D'Amico C, Busato T, Erroi F.",Ann Ital Chir.  1992,PMID:1284812,1284812
Colorectal cancer risk and mortality in patients with ulcerative colitis.,"Langholz E, Munkholm P, Davidsen M, Binder V.",Gastroenterology.  1992,PMID:1358741,1358741
Surgical treatment of colon and rectum adenocarcinoma in elderly patients.,"Vivi AA, Lopes A, Cavalcanti Sde F, Rossi BM, Marques LA.",J Surg Oncol.  1992,PMID:1434647,1434647
[Staging and prognosis of colorectal carcinoma].,"Gasser A, Isaak B, Maibach R, Ruchti C, Wagner HE, Nöthiger F.",Schweiz Med Wochenschr.  1992,PMID:1411393,1411393
Prognostic significance of anastomotic recurrence from colorectal adenocarcinoma.,"Rodriguez-Bigas MA, Stulc JP, Davidson B, Petrelli NJ.",Dis Colon Rectum.  1992,PMID:1511642,1511642
[Carcinoma of the splenic flexure].,"Gabriele R, De Toma G, Campli M, Sgarzini G, Adami EA.",G Chir.  1992,PMID:1419518,1419518
